Building_ID,Address,Building_Type,Build_Year,Zip,State,City,Community_Name,Community_Number,Latitude,Longitude,Location
100068,555 W Roosevelt Rd,Commercial,2017-03-01,60607.0,IL,Goodland,NEAR WEST SIDE,32.0,41.866867,-87.64145,"(41.866867, -87.64144957)"
100256,4975 S Archer Ave,Municipal,1996-03-01,60632.0,KY,Cambridge,ARCHER HEIGHTS,57.0,41.75392,-87.601974,"(41.802759, -87.722671)"
100320,4039 4051 N LAPORTE AVE,Residential,1936-03-01,60641.0,OK,Russell,PORTAGE PARK,15.0,41.94615,-87.74708,"(41.94615136, -87.74707694)"
100346,2609 W BELMONT AVE,Residential,1954-03-01,60618.0,IL,Leesburg,AVONDALE,21.0,41.94672,-87.70319,"(41.94672055, -87.70319673)"
100372,2701 W 68th St,Commercial,1957-03-01,60629.0,IL,Rockbridge,CHICAGO LAWN,66.0,41.770004,-87.69084,"(41.770003, -87.690841)"
100393,7601 S Cicero Ave,Commercial,1907-03-01,60652.0,IL,Mingo,WEST LAWN,65.0,41.920395,-87.756165,"(41.75582921, -87.73699268)"
100396,7740 S Western Ave,Commercial,1957-03-01,60620.0,IL,Rockbridge,ASHBURN,70.0,41.75293,-87.68297,"(41.75293115, -87.68297148)"
100397,3939 W 79th St,Municipal,1966-03-01,60652.0,IL,Northchase,DOUGLAS,35.0,41.74946,-87.720146,"(41.749459, -87.720146)"
100429,875 N Michigan Ave,Commercial,1957-03-01,60611.0,VA,Rockbridge,NEAR NORTH SIDE,8.0,41.898804,-87.62298,"(41.89880204, -87.62297591)"
100433,2233 W Division St,Commercial,2017-03-01,60622.0,IL,Goodland,WEST TOWN,5.0,41.902515,-87.68336,"(41.90251573, -87.68336086)"
100447,211 E Chicago Ave,Commercial,1936-03-01,60611.0,VA,Russell,NEAR NORTH SIDE,8.0,41.89645,-87.62257,"(41.89644968, -87.62256575)"
100448,198 E Delaware Pl,Residential,1914-03-01,60611.0,VA,Northgate,NEAR NORTH SIDE,8.0,41.883194,-87.628685,"(41.89956332, -87.62215183)"
100470,30 W Chicago,Residential,1900-03-01,60654.0,VA,Ebony,NEAR NORTH SIDE,8.0,41.87781,-87.65493,"(41.896703, -87.629373)"
100489,4520 4528 S DREXEL BLVD,Residential,2017-03-01,60653.0,VA,Goodland,KENWOOD,3.0,41.82021,-87.612465,"(41.82021138, -87.61246867)"
100507,4950 4952 S PRAIRIE AVE,Residential,1936-03-01,60615.0,VA,Russell,GRAND BOULEVARD,38.0,41.802242,-87.603325,"(41.80224043, -87.60332678)"
100533,6201 S Stewart Ave,Municipal,1954-03-01,60621.0,FL,Leesburg,ENGLEWOOD,68.0,41.782055,-87.63427,"(41.78205573, -87.63426731)"
100572,8131 S May St,Commercial,1957-03-01,60620.0,IL,Rockbridge,AUBURN GRESHAM,71.0,41.74538,-87.65152,"(41.74538215, -87.65152078)"
100623,1345 1359 W ESTES AVE,Residential,1957-03-01,60626.0,IL,Whitmore Village,ROGERS PARK,1.0,42.01036,-87.6683,"(42.01036185, -87.66829765)"
100637,510 534 W ADDISON ST,Residential,1900-03-01,60613.0,VA,Ebony,LAKE VIEW,6.0,41.89217,-87.63413,"(41.95402016, -87.6620278)"
100668,3245 W ARTHINGTON ST,Commercial,1914-03-01,60624.0,OH,Northgate,EAST GARFIELD PARK,27.0,41.89029,-87.61816,"(41.8704933, -87.70743828)"
100674,3301 W Arthington St,Residential,2012-03-01,60624.0,OH,Moorland,NORTH LAWNDALE,29.0,41.870007,-87.70832,"(41.87000549, -87.70831909)"
100683,7000  S PARNELL AVE,Residential,1970-03-01,60621.0,FL,Snake Creek,NEAR SOUTH SIDE,33.0,41.77613,-87.640686,"(41.7761313, -87.64068948)"
100729,801 S Canal St,Commercial,1900-03-01,60607.0,IL,Ebony,NEAR WEST SIDE,28.0,42.01036,-87.6683,"(41.8712255, -87.63869278)"
100733,840 S CANAL ST,Commercial,1996-03-01,60607.0,IL,Cambridge,NEAR WEST SIDE,28.0,41.89029,-87.61816,"(41.87093779, -87.64012731)"
100851,600 W Chicago,Commercial,1925-03-01,60654.0,VA,Big Foot Prairie,NEAR NORTH SIDE,8.0,41.8965,-87.64288,"(41.896501, -87.64288)"
100867,1653 W Congress Pkwy,Commercial,1996-03-01,60612.0,IL,Cambridge,NEAR WEST SIDE,28.0,41.845505,-87.630554,"(41.875121, -87.668005)"
100878,1521 1523 W SHERWIN AVE,Residential,2010-03-01,60626.0,IL,East Gull Lake,ROGERS PARK,1.0,42.01036,-87.6683,"(42.01036185, -87.66829765)"
100946,6425 S Lowe,Residential,1907-03-01,60621.0,FL,Mingo,ENGLEWOOD,68.0,41.780464,-87.60531,"(41.77724863, -87.64053938)"
101013,7320 7332 N DAMEN AVE,Residential,1969-03-01,60645.0,IA,Crisman,ROGERS PARK,30.0,42.0088,-87.69503,"(42.00880199, -87.69502812)"
101030,3750  S COTTAGE GROVE AVE,Residential,1957-03-01,60653.0,VA,Whitmore Village,OAKLAND,36.0,41.82021,-87.612465,"(41.82021138, -87.61246867)"
101032,5110  S DR MARTIN LUTHER KING JR DR,Residential,1954-03-01,60615.0,VA,Leesburg,WASHINGTON PARK,40.0,41.802242,-87.603325,"(41.80224043, -87.60332678)"
101039,3250 W Adams St,Municipal,1970-03-01,60624.0,OH,Snake Creek,NEAR NORTH SIDE,8.0,41.879097,-87.707405,"(41.87909618, -87.70740611)"
101043,2935 W Polk St,Municipal,1914-03-01,60612.0,IL,Northgate,EAST GARFIELD PARK,27.0,41.883114,-87.64488,"(41.87077924, -87.69973292)"
101086,1016  W HOLLYWOOD AVE,Residential,1914-03-01,60660.0,IL,Northgate,EDGEWATER,77.0,41.77034,-87.63724,"(41.99090057, -87.66660744)"
101090,4554  S DREXEL BLVD,Residential,1900-03-01,60653.0,VA,Ebony,KENWOOD,39.0,41.88696,-87.623055,"(41.82021138, -87.61246867)"
101185,350 E Cermak,Commercial,1925-03-01,60616.0,IL,Big Foot Prairie,NEAR SOUTH SIDE,8.0,41.853687,-87.61836,"(41.85368588, -87.61835923)"
101199,4934 S Wabash Ave,Municipal,2017-03-01,60615.0,VA,Goodland,GRAND BOULEVARD,43.0,41.804024,-87.62487,"(41.80402453, -87.62487175)"
101217,850  W EASTWOOD AVE,Residential,1921-03-01,60640.0,IL,Campbellton,UPTOWN,3.0,41.97223,-87.6646,"(41.97223008, -87.6645957)"
101283,4058 W Melrose St,Commercial,1914-03-01,60641.0,OK,Northgate,IRVING PARK,16.0,41.680508,-87.66246,"(41.94024287, -87.72896111)"
101329,340  E 38TH ST,Residential,1936-03-01,60653.0,VA,Russell,DOUGLAS,35.0,41.82021,-87.612465,"(41.82021138, -87.61246867)"
101356,3633 N California,Commercial,1957-03-01,60618.0,IL,Rockbridge,IRVING PARK,16.0,41.948093,-87.697426,"(41.94809411, -87.69742569)"
101420,3400 N Austin Ave,Municipal,1914-03-01,60634.0,TN,Northgate,DUNNING,17.0,41.810013,-87.64727,"(41.94253753, -87.77737003)"
101471,701 709 W BROMPTON AVE,Residential,1900-03-01,60657.0,MN,Ebony,LAKE VIEW,6.0,41.972084,-87.70235,"(41.9398511, -87.65844752)"
101507,5148 N KEDZIE AVE,Commercial,1985-03-01,60625.0,IL,Reed Point,NORTH PARK,13.0,41.97508,-87.7087,"(41.97507877, -87.70870589)"
101519,7430  S ROCKWELL ST,Commercial,1925-03-01,60629.0,IL,Big Foot Prairie,CHICAGO LAWN,8.0,41.77517,-87.7139,"(41.77517105, -87.71389848)"
101527,4041  W ROOSEVELT RD,Residential,2017-03-01,60624.0,OH,Goodland,NORTH LAWNDALE,41.0,41.880825,-87.72328,"(41.8808242, -87.72327934)"
101537,4532 4542 S DREXEL BLVD,Residential,1996-03-01,60653.0,VA,Cambridge,KENWOOD,39.0,41.72019,-87.656715,"(41.82021138, -87.61246867)"
101545,849 863 W BUENA AVE,Residential,1957-03-01,60613.0,VA,Rockbridge,UPTOWN,3.0,41.95402,-87.662025,"(41.95402016, -87.6620278)"
101547,2525 S Michigan Ave,Commercial,1936-03-01,60616.0,IL,Russell,NEAR SOUTH SIDE,33.0,41.84675,-87.62134,"(41.84674735, -87.62133625)"
101551,301 Cermak Rd,Commercial,1921-03-01,60616.0,IL,Campbellton,ARMOUR SQUARE,34.0,41.85284,-87.63493,"(41.85284, -87.634931)"
101557,2 E 8th St,Residential,1970-03-01,60605.0,IL,Snake Creek,LINCOLN PARK,7.0,41.871826,-87.627235,"(41.871828, -87.627232)"
101559,77 W Jackson,Commercial,1969-03-01,60604.0,NC,Crisman,LOOP,6.0,41.877556,-87.63042,"(41.87755536, -87.6304139)"
101560,536 S Clark St,Commercial,1936-03-01,60605.0,IL,Russell,LOOP,32.0,41.875008,-87.631226,"(41.87500832, -87.63122808)"
101567,53 W Jackson Blvd,Commercial,1966-03-01,60604.0,NC,Northchase,NEAR NORTH SIDE,8.0,41.877525,-87.629555,"(41.87752434, -87.6295529)"
101592,5452 5466 S ELLIS AVE,Residential,1936-03-01,60615.0,VA,Russell,HYDE PARK,41.0,41.802242,-87.603325,"(41.80224043, -87.60332678)"
101657,1329 1337 W TOUHY AVE,Residential,1949-03-01,60626.0,IL,McKeansburg,ROGERS PARK,1.0,41.92385,-87.63654,"(42.01036185, -87.66829765)"
101674,8700 W Bryn Mawr Ave,Commercial,2017-03-01,60631.0,MN,Goodland,OHARE,1.0,41.98172,-87.84446,"(41.98171896, -87.84446238)"
101679,8600 W Bryn Mawr Ave,Commercial,1970-03-01,60631.0,MN,Snake Creek,NEAR NORTH SIDE,8.0,41.982925,-87.84222,"(41.98292604, -87.84221511)"
101682,8750 W Bryn Mawr Ave,Commercial,2014-03-01,60631.0,MN,Sale Creek,OHARE,76.0,41.87963,-87.640396,"(41.98305124, -87.84427691)"
101686,7240 W Foster Ave,Commercial,1970-03-01,60656.0,NE,Snake Creek,NEAR WEST SIDE,28.0,41.97458,-87.80809,"(41.974578, -87.808091)"
101705,1607  E 50TH PL,Residential,1925-03-01,60615.0,VA,Big Foot Prairie,KENWOOD,33.0,41.802242,-87.603325,"(41.80224043, -87.60332678)"
101707,111 E Wacker Dr,Commercial,1970-03-01,60601.0,VA,Snake Creek,LOOP,32.0,41.88769,-87.623566,"(41.8876921, -87.62356505)"
101709,20 N Wacker Dr,Commercial,2017-03-01,60606.0,IL,Goodland,LOOP,55.0,41.882526,-87.63747,"(41.88252633, -87.63747012)"
101710,1605  E 50TH ST,Residential,1907-03-01,60615.0,VA,Mingo,KENWOOD,39.0,41.895477,-87.660355,"(41.80224043, -87.60332678)"
101713,200 E Randolph St,Commercial,1969-03-01,60601.0,VA,Crisman,LOOP,32.0,41.885292,-87.62152,"(41.88529085, -87.62152084)"
101715,227 W Monroe,Commercial,1925-03-01,60606.0,IL,Big Foot Prairie,LOOP,5.0,41.88003,-87.63472,"(41.88003331, -87.63472342)"
101717,55 E Monroe St,Commercial,2010-03-01,60603.0,IL,Chicago,LOOP,32.0,41.880177,-87.62564,"(41.88017573, -87.62564433)"
101718,70 W Madison St,Commercial,2017-03-01,60602.0,IL,Goodland,LOOP,8.0,41.882298,-87.630196,"(41.88229695, -87.630198)"
101720,131 S Dearborn,Commercial,1907-03-01,60603.0,IL,Mammoth,LOOP,32.0,41.87981,-87.62855,"(41.87980869, -87.62854911)"
101722,500 W Monroe,Commercial,1957-03-01,60661.0,KY,Whitmore Village,NEAR WEST SIDE,28.0,41.880608,-87.63978,"(41.880609, -87.639778)"
101727,500 W Madison St,Commercial,1966-03-01,60661.0,KY,Northchase,LAKE VIEW,6.0,41.882397,-87.64048,"(41.88239806, -87.64047796)"
101731,175 W Jackson,Commercial,1954-03-01,60604.0,NC,Leesburg,LOOP,32.0,41.877495,-87.6332,"(41.87749352, -87.63319804)"
101733,2 N Riverside Plz,Commercial,1900-03-01,60606.0,IL,Ebony,NEAR WEST SIDE,28.0,41.87781,-87.65493,"(41.88253679, -87.63918687)"
101735,101 N State St E,Commercial,1957-03-01,60602.0,IL,Whitmore Village,LOOP,32.0,41.883343,-87.62785,"(41.88334304, -87.62785457)"
101736,71 S Wacker Dr,Commercial,1925-03-01,60606.0,IL,Big Foot Prairie,LOOP,23.0,41.880997,-87.63604,"(41.88099639, -87.63603964)"
101738,300 E Randolph,Commercial,1921-03-01,60601.0,VA,Campbellton,LOOP,32.0,41.884846,-87.619896,"(41.88484639, -87.61989893)"
101739,1 S Dearborn,Commercial,2017-03-01,60603.0,IL,Goodland,LOOP,32.0,41.881653,-87.628845,"(41.88165139, -87.62884674)"
101744,1 N Wacker Dr,Commercial,1936-03-01,60606.0,IL,Russell,LOOP,32.0,41.8823,-87.636055,"(41.88230154, -87.636058)"
101751,7500  S SOUTH SHORE DR,Residential,1900-03-01,60649.0,VA,Ebony,SOUTH SHORE,43.0,41.779964,-87.61674,"(41.76259226, -87.57231648)"
101755,115 S LaSalle St,Commercial,1914-03-01,60603.0,IL,Northgate,LOOP,32.0,41.970306,-87.65058,"(41.88031326, -87.63191186)"
101756,118 N Clark St,Commercial,1914-03-01,60602.0,IL,Northgate,LOOP,32.0,41.808865,-87.6267,"(41.88385328, -87.63167966)"
101757,219 S Dearborn,Commercial,2014-03-01,60604.0,NC,Sale Creek,LOOP,32.0,41.86842,-87.62414,"(41.87881863, -87.62895341)"
101760,35 W Wacker Dr,Commercial,2012-03-01,60601.0,VA,Moorland,LOOP,32.0,41.88642,-87.62903,"(41.88642141, -87.62903061)"
101766,181 W Madison St,Commercial,1970-03-01,60602.0,IL,Snake Creek,NEW CITY,61.0,41.881584,-87.633385,"(41.88158551, -87.63338486)"
101770,10 S Wacker Dr,Commercial,1925-03-01,60606.0,IL,Big Foot Prairie,LOOP,8.0,41.881607,-87.63752,"(41.8816073, -87.63751717)"
101776,151 E Wacker Dr,Residential,1907-03-01,60601.0,VA,Mingo,LOOP,32.0,41.800785,-87.590485,"(41.88770297, -87.62267404)"
101789,200 W Madison,Commercial,2017-03-01,60606.0,IL,Goodland,LOOP,8.0,41.882347,-87.63436,"(41.88234782, -87.6343649)"
101795,541 N Fairbanks,Commercial,2014-03-01,60611.0,VA,Sale Creek,NEAR NORTH SIDE,8.0,41.759693,-87.67628,"(41.89221623, -87.61971658)"
101798,225 W Randolph,Commercial,2012-03-01,60606.0,IL,Moorland,LOOP,32.0,41.884117,-87.63479,"(41.88411639, -87.63478478)"
101804,401 N Michigan Ave,Commercial,1990-03-01,60611.0,VA,Vineyards,NEAR NORTH SIDE,8.0,41.889614,-87.62298,"(41.88961452, -87.62297649)"
101816,43 E Ohio St,Commercial,1900-03-01,60611.0,VA,Ebony,NEAR NORTH SIDE,8.0,41.706604,-87.647064,"(41.89210858, -87.6262422)"
101826,8136 8142 S DREXEL AVE,Residential,1957-03-01,60619.0,IL,Rockbridge,CHATHAM,44.0,41.744015,-87.6055,"(41.74401302, -87.60549928)"
101835,230 W Monroe,Commercial,1985-03-01,60606.0,IL,Reed Point,LOOP,32.0,41.88101,-87.6349,"(41.88100752, -87.63490659)"
101838,191 N Wacker Dr,Commercial,1966-03-01,60606.0,IL,Northchase,LAKE VIEW,6.0,41.885384,-87.63644,"(41.88538256, -87.63643849)"
101839,120 S Riverside Plz,Commercial,1917-03-01,60606.0,IL,Manchester,NEAR WEST SIDE,28.0,41.71459,-87.68148,"(41.87996528, -87.63907767)"
101840,710 N Lakeshore Dr,Commercial,1985-03-01,60611.0,VA,Reed Point,NEAR NORTH SIDE,8.0,41.89534,-87.616646,"(41.89534174, -87.61664801)"
101852,301 E N Water St,Residential,2014-03-01,60611.0,VA,Sale Creek,NEAR NORTH SIDE,8.0,41.97223,-87.6646,"(41.88916695, -87.61943672)"
101854,10 S Riverside Plz,Commercial,1949-03-01,60606.0,IL,McKeansburg,NEAR WEST SIDE,28.0,41.92385,-87.63654,"(41.88124095, -87.63911942)"
101865,150 S Wacker Dr,Commercial,2014-03-01,60606.0,IL,Sale Creek,LOOP,32.0,41.7398,-87.653496,"(41.87965675, -87.63746431)"
101867,125 S Wacker Dr,Commercial,1969-03-01,60606.0,IL,Crisman,LOOP,6.0,41.879734,-87.63641,"(41.8797333, -87.63641137)"
101868,300 S Wacker Dr,Commercial,1957-03-01,60606.0,IL,Rockbridge,LOOP,32.0,41.87767,-87.63713,"(41.87767066, -87.6371323)"
101872,100 N LaSalle St,Commercial,1936-03-01,60602.0,IL,Russell,LOOP,32.0,41.88343,-87.6325,"(41.88343043, -87.63249784)"
101874,444 N Michigan Ave,Commercial,2012-03-01,60611.0,VA,Moorland,NEAR NORTH SIDE,8.0,41.890694,-87.62478,"(41.89069402, -87.62477656)"
101878,200 W Jackson Blvd,Commercial,2012-03-01,60606.0,IL,Moorland,LOOP,32.0,41.878437,-87.6341,"(41.87843672, -87.63410024)"
101881,25 E Washington St,Commercial,1970-03-01,60602.0,IL,Snake Creek,ROGERS PARK,1.0,41.88292,-87.62667,"(41.8829176, -87.62666864)"
101883,676 N Michigan Ave,Residential,1914-03-01,60611.0,VA,Northgate,NEAR NORTH SIDE,8.0,41.77034,-87.63724,"(41.89472393, -87.62492502)"
101887,550 W Adams,Commercial,1957-03-01,60661.0,KY,Whitmore Village,NEAR WEST SIDE,28.0,41.87955,-87.64174,"(41.87954979, -87.64173979)"
101889,333 N Michigan Ave,Commercial,2012-03-01,60601.0,VA,Moorland,LOOP,32.0,41.88764,-87.62453,"(41.88764029, -87.62452335)"
101890,345 E Superior St,Commercial,1966-03-01,60611.0,VA,Northchase,ASHBURN,70.0,41.89545,-87.61832,"(41.89544928, -87.61831774)"
101891,224 S Michigan Ave,Commercial,1969-03-01,60604.0,NC,Crisman,LOOP,66.0,41.878624,-87.62489,"(41.87862405, -87.62489066)"
101899,6830  N SHERIDAN RD,Residential,1921-03-01,60626.0,IL,Campbellton,ROGERS PARK,1.0,42.01036,-87.6683,"(42.01036185, -87.66829765)"
101900,309 W Washngton St,Commercial,1990-03-01,60606.0,IL,Vineyards,LOOP,32.0,41.882996,-87.63566,"(41.88299541, -87.63565914)"
101901,151 171 W Randolph St,Residential,1966-03-01,60601.0,VA,Northchase,WEST TOWN,24.0,41.88411,-87.63305,"(41.8841082, -87.63304764)"
101904,2115  W FARWELL AVE,Residential,1996-03-01,60645.0,IA,Cambridge,WEST RIDGE,2.0,41.780464,-87.60531,"(42.00880199, -87.69502812)"
101910,160 N LaSalle St,Commercial,1996-03-01,60601.0,VA,Cambridge,LOOP,32.0,41.947426,-87.642685,"(41.88474397, -87.63249596)"
101913,567 W Lake St,Municipal,1970-03-01,60661.0,KY,Snake Creek,AVALON PARK,45.0,41.88528,-87.64235,"(41.88528144, -87.64234829)"
101918,205 W Randolph St,Commercial,1917-03-01,60606.0,IL,Manchester,LOOP,32.0,41.789566,-87.58709,"(41.8841105, -87.63418465)"
101920,410 N MICHIGAN AVE,Commercial,1957-03-01,60611.0,VA,Whitmore Village,NEAR NORTH SIDE,8.0,41.890064,-87.62518,"(41.89006564, -87.62518362)"
101923,311 W Monroe,Commercial,1957-03-01,60606.0,IL,Rockbridge,LOOP,32.0,41.880306,-87.635704,"(41.88030523, -87.63570062)"
101924,550 W Van Buren,Commercial,1954-03-01,60607.0,IL,Leesburg,NEAR WEST SIDE,28.0,41.876785,-87.64114,"(41.876786, -87.641142)"
101934,321 N Clark St,Commercial,1921-03-01,60654.0,VA,Campbellton,NEAR NORTH SIDE,8.0,41.88827,-87.6306,"(41.88827025, -87.6306007)"
101935,500 N Michigan Ave,Commercial,2017-03-01,60611.0,VA,Goodland,NEAR NORTH SIDE,8.0,41.89117,-87.624695,"(41.89117131, -87.62469712)"
101940,5 S Wabash Ave,Commercial,1957-03-01,60603.0,IL,Rockbridge,LOOP,32.0,41.88186,-87.62567,"(41.88185833, -87.62566994)"
101954,111 N Wabash Ave,Commercial,1925-03-01,60602.0,IL,Big Foot Prairie,LOOP,41.0,41.88357,-87.62621,"(41.88357029, -87.62621336)"
101961,30 W Monroe,Commercial,2017-03-01,60603.0,IL,Goodland,LOOP,31.0,41.88109,-87.628586,"(41.88108964, -87.62858918)"
101969,77 W Washington,Commercial,2012-03-01,60602.0,IL,Moorland,LOOP,32.0,41.882854,-87.630615,"(41.88285519, -87.6306155)"
101971,25 E Pearson St,Commercial,2014-03-01,60611.0,VA,Sale Creek,NEAR NORTH SIDE,8.0,41.840508,-87.6162,"(41.897139, -87.62708914)"
101972,150 N Wacker Dr,Commercial,1969-03-01,60606.0,IL,Crisman,LOOP,14.0,41.88477,-87.637344,"(41.88476971, -87.63734502)"
101980,30 E Lake St,Municipal,1954-03-01,60601.0,VA,Leesburg,LOOP,32.0,41.886066,-87.626854,"(41.88606565, -87.62685764)"
101981,4724 4730 S WOODLAWN AVE,Residential,1969-03-01,60615.0,VA,Crisman,KENWOOD,38.0,41.802242,-87.603325,"(41.80224043, -87.60332678)"
101987,20 S Clark St,Commercial,1996-03-01,60603.0,IL,Cambridge,LOOP,32.0,41.7398,-87.653496,"(41.88129971, -87.6311826)"
101989,330 S Wells St,Residential,1954-03-01,60606.0,IL,Leesburg,LOOP,32.0,41.877056,-87.634026,"(41.87705505, -87.6340282)"
101998,555 W Adams St,Commercial,1957-03-01,60661.0,KY,Rockbridge,NEAR WEST SIDE,28.0,41.87898,-87.64155,"(41.87897953, -87.64154809)"
101999,1415  W LUNT AVE,Residential,1907-03-01,60626.0,IL,Mingo,ROGERS PARK,1.0,41.92266,-87.693275,"(42.01036185, -87.66829765)"
102091,101 W SUPERIOR ST,Residential,2014-03-01,60654.0,VA,Sale Creek,NEAR NORTH SIDE,8.0,41.920395,-87.756165,"(41.89158015, -87.63783734)"
102093,551 555 N PINE AVE,Residential,1969-03-01,60644.0,IL,Crisman,AUSTIN,7.0,41.880394,-87.75827,"(41.88039405, -87.75826967)"
102160,108 N State St,Residential,1925-03-01,60602.0,IL,Big Foot Prairie,LOOP,27.0,41.88349,-87.62793,"(41.88349, -87.62793)"
102232,2800 N Lake Shore Dr,Residential,1907-03-01,60657.0,MN,Mingo,LAKE VIEW,6.0,41.876854,-87.64988,"(41.93329168, -87.63716558)"
102283,2900 N Lake Shore Dr,Commercial,1917-03-01,60657.0,MN,Manchester,LAKE VIEW,6.0,41.773224,-87.63687,"(41.93498449, -87.63728308)"
102284,330 W Diversey Pkwy,Residential,1921-03-01,60657.0,MN,Campbellton,LAKE VIEW,6.0,41.932938,-87.638756,"(41.932938, -87.638753)"
102311,4827 4855 N MILWAUKEE AVE,Commercial,1969-03-01,60630.0,VA,Crisman,JEFFERSON PARK,35.0,41.96885,-87.76089,"(41.96884995, -87.76089059)"
102323,3515 3525 W FRANKLIN BLVD,Residential,1925-03-01,60624.0,OH,Big Foot Prairie,HUMBOLDT PARK,69.0,41.880825,-87.72328,"(41.8808242, -87.72327934)"
102335,4302 4312 N SHERIDAN RD,Residential,1957-03-01,60613.0,VA,Whitmore Village,UPTOWN,3.0,41.95402,-87.662025,"(41.95402016, -87.6620278)"
102336,4750 N Sheridan Rd,Commercial,1900-03-01,60640.0,IL,Ebony,UPTOWN,3.0,41.795612,-87.59892,"(41.96865627, -87.65524596)"
102337,833  W BUENA AVE,Residential,1966-03-01,60613.0,VA,Northchase,NEAR NORTH SIDE,8.0,41.95402,-87.662025,"(41.95402016, -87.6620278)"
102340,200  W GRAND AVE,Residential,1936-03-01,60654.0,VA,Russell,NEAR NORTH SIDE,8.0,41.891983,-87.63699,"(41.89198218, -87.63699623)"
102363,2501 W Addison St,Municipal,1969-03-01,60618.0,IL,Crisman,NORTH CENTER,31.0,41.94499,-87.69078,"(41.94498741, -87.69077957)"
102365,4015 N Ashland Ave,Municipal,1954-03-01,60613.0,VA,Leesburg,LAKE VIEW,6.0,41.955254,-87.6686,"(41.95525436, -87.66860456)"
102397,1734  N PAULINA ST,Residential,1914-03-01,60622.0,IL,Northgate,WEST TOWN,24.0,41.94929,-87.64692,"(41.90225377, -87.68447845)"
102455,5807 S Woodlawn Ave,Commercial,2014-03-01,60637.0,IL,Sale Creek,HYDE PARK,41.0,41.886078,-87.63304,"(41.7891404, -87.59555249)"
102487,3639 3649 N PINE GROVE AVE,Residential,1969-03-01,60613.0,VA,Crisman,LAKE VIEW,6.0,41.95402,-87.662025,"(41.95402016, -87.6620278)"
102532,2320 E 93rd St,Commercial,1957-03-01,60617.0,IL,Whitmore Village,CALUMET HEIGHTS,48.0,41.726734,-87.566956,"(41.72673518, -87.56695195)"
102544,10001 S Woodlawn Ave,Municipal,1907-03-01,60628.0,IL,Mingo,PULLMAN,50.0,41.972683,-87.65495,"(41.71336917, -87.59225911)"
102568,639  W GRACE ST,Residential,1969-03-01,60613.0,VA,Crisman,LAKE VIEW,7.0,41.95402,-87.662025,"(41.95402016, -87.6620278)"
102585,9501 S Martin Luther King Dr,Commercial,1996-03-01,60628.0,IL,Cambridge,ROSELAND,49.0,41.883114,-87.64488,"(41.71825101, -87.61135684)"
102587,13100 S Carver Dr,Municipal,2017-03-01,60827.0,IN,Goodland,RIVERDALE,68.0,41.65756,-87.59212,"(41.657559, -87.592115)"
102590,4627 4637 S DREXEL BLVD,Residential,1954-03-01,60653.0,VA,Leesburg,KENWOOD,39.0,41.82021,-87.612465,"(41.82021138, -87.61246867)"
102643,5400  N NORTHWEST HWY,Commercial,1954-03-01,60630.0,VA,Leesburg,JEFFERSON PARK,11.0,41.972004,-87.75757,"(41.97200414, -87.75756578)"
102690,1250  N LASALLE DR,Residential,1907-03-01,60610.0,VA,Mingo,NEAR NORTH SIDE,8.0,41.809326,-87.59248,"(41.9037528, -87.63558845)"
102705,65  E GOETHE ST,Residential,1957-03-01,60610.0,VA,Rockbridge,NEAR NORTH SIDE,8.0,41.90375,-87.63559,"(41.9037528, -87.63558845)"
102745,5309 5343 S HARPER AVE,Residential,2017-03-01,60615.0,VA,Goodland,HYDE PARK,28.0,41.802242,-87.603325,"(41.80224043, -87.60332678)"
102766,6150  N KENMORE AVE,Residential,1907-03-01,60660.0,IL,Mingo,EDGEWATER,77.0,41.759693,-87.67628,"(41.99090057, -87.66660744)"
102809,5101 5111 N WINCHESTER AVE,Residential,2012-03-01,60640.0,IL,Moorland,LINCOLN SQUARE,4.0,41.97223,-87.6646,"(41.97223008, -87.6645957)"
102838,13550  S AVENUE O,Commercial,1954-03-01,60633.0,VA,Leesburg,HEGEWISCH,55.0,41.651405,-87.54583,"(41.65140357, -87.54582933)"
102854,5325  S COTTAGE GROVE AVE,Residential,1985-03-01,60615.0,VA,Reed Point,HYDE PARK,41.0,41.802242,-87.603325,"(41.80224043, -87.60332678)"
102914,8915  S LOOMIS ST,Residential,1970-03-01,60620.0,IL,Snake Creek,LOOP,32.0,41.740234,-87.65353,"(41.74023286, -87.65352897)"
102926,5736 5752 S STONY ISLAND AVE,Residential,1957-03-01,60637.0,IL,Whitmore Village,HYDE PARK,41.0,41.780464,-87.60531,"(41.78046327, -87.6053081)"
102946,7947  S SOUTH CHICAGO AVE,Residential,2014-03-01,60617.0,IL,Sale Creek,SOUTH CHICAGO,46.0,41.873993,-87.65168,"(41.7272413, -87.55513633)"
103310,1336 1352 N SEDGWICK ST,Residential,2014-03-01,60610.0,VA,Sale Creek,NEAR NORTH SIDE,8.0,41.972683,-87.65495,"(41.9037528, -87.63558845)"
103312,199  E LAKE SHORE DR,Residential,1957-03-01,60611.0,VA,Whitmore Village,NEAR NORTH SIDE,8.0,41.895794,-87.62248,"(41.89579275, -87.62247957)"
103315,230  E ONTARIO ST,Residential,1907-03-01,60611.0,VA,Mammoth,NEAR NORTH SIDE,8.0,41.895794,-87.62248,"(41.89579275, -87.62247957)"
103317,27 39 E CEDAR ST,Residential,2014-03-01,60611.0,VA,Sale Creek,NEAR NORTH SIDE,8.0,41.780464,-87.60531,"(41.89579275, -87.62247957)"
